account_id,loan_id,account_district_id,statement_freq,account_date_opened,amount,duration,payments,status
3353,5656.0,74,MONTHLY,1334,146064.0,24.0,6086.0,C
3354,5657.0,63,MONTHLY,308,4980.0,12.0,415.0,A
3390,5665.0,12,WEEKLY,1451,40632.0,12.0,3386.0,C
3403,5669.0,63,MONTHLY,1600,71820.0,36.0,1995.0,C
3418,5674.0,42,TRANSACTION,1340,207264.0,48.0,4318.0,C
3448,5681.0,58,WEEKLY,1252,68664.0,24.0,2861.0,C
3455,5682.0,34,MONTHLY,1167,67464.0,12.0,5622.0,A
3460,5683.0,16,MONTHLY,1558,140688.0,48.0,2931.0,C
3489,5693.0,9,MONTHLY,706,44088.0,24.0,1837.0,A
3556,5698.0,58,MONTHLY,1701,174840.0,60.0,2914.0,C
3562,5699.0,50,MONTHLY,1295,174960.0,24.0,7290.0,C
3608,5706.0,72,WEEKLY,606,161496.0,36.0,4486.0,C
3629,5713.0,48,MONTHLY,207,158760.0,60.0,2646.0,C
3637,5718.0,53,MONTHLY,1030,14028.0,12.0,1169.0,A
3664,5719.0,1,MONTHLY,1213,271584.0,48.0,5658.0,C
3674,5723.0,38,MONTHLY,70,23628.0,12.0,1969.0,A
3678,5724.0,1,MONTHLY,82,316140.0,60.0,5269.0,D
3679,5725.0,64,MONTHLY,956,444864.0,48.0,9268.0,C
3711,5731.0,3,MONTHLY,1588,460980.0,60.0,7683.0,D
3747,5739.0,1,MONTHLY,485,76380.0,12.0,6365.0,A
3752,5740.0,1,MONTHLY,693,18564.0,12.0,1547.0,A
3754,5741.0,37,WEEKLY,1144,68544.0,24.0,2856.0,A
3804,5750.0,7,MONTHLY,461,63252.0,12.0,5271.0,A
3834,5754.0,54,MONTHLY,18,23052.0,12.0,1921.0,A
3859,5758.0,53,MONTHLY,1208,307200.0,60.0,5120.0,D
3862,5760.0,1,MONTHLY,1422,74916.0,36.0,2081.0,C
3875,5765.0,44,MONTHLY,1751,153936.0,24.0,6414.0,C
3906,5772.0,52,MONTHLY,1649,334620.0,60.0,5577.0,C
3907,5773.0,37,MONTHLY,1203,133848.0,24.0,5577.0,C
3916,5774.0,8,MONTHLY,1731,96984.0,36.0,2694.0,C
3942,5779.0,27,WEEKLY,1225,107352.0,36.0,2982.0,C
3953,5782.0,1,MONTHLY,1627,63576.0,12.0,5298.0,C
3967,5784.0,54,MONTHLY,1360,84600.0,36.0,2350.0,D
4033,5790.0,57,MONTHLY,1418,84288.0,48.0,1756.0,C
4052,5799.0,36,WEEKLY,1485,106128.0,36.0,2948.0,C
4079,5804.0,52,MONTHLY,306,158976.0,48.0,3312.0,C
4081,5805.0,11,MONTHLY,932,137904.0,24.0,5746.0,B
4099,5808.0,54,MONTHLY,1241,41856.0,48.0,872.0,C
4116,5815.0,6,MONTHLY,1738,151200.0,36.0,4200.0,C
4127,5817.0,50,MONTHLY,1218,100800.0,24.0,4200.0,D
4144,5823.0,1,MONTHLY,1326,212976.0,36.0,5916.0,C
4190,5830.0,62,MONTHLY,1006,405780.0,60.0,6763.0,C
4259,5836.0,66,MONTHLY,462,79632.0,24.0,3318.0,A
4260,5837.0,56,MONTHLY,286,244560.0,60.0,4076.0,C
4268,5841.0,77,MONTHLY,1511,41988.0,12.0,3499.0,C
4293,5850.0,64,TRANSACTION,1129,164196.0,36.0,4561.0,C
4320,5856.0,61,MONTHLY,1299,51360.0,12.0,4280.0,B
4337,5861.0,29,MONTHLY,319,51408.0,24.0,2142.0,A
4342,5862.0,74,MONTHLY,1214,100128.0,24.0,4172.0,C
4354,5865.0,38,MONTHLY,1468,327660.0,60.0,5461.0,C
4361,5868.0,69,MONTHLY,1165,90156.0,12.0,7513.0,A
4413,5876.0,74,WEEKLY,379,221280.0,48.0,4610.0,C
4414,5877.0,24,MONTHLY,252,97224.0,24.0,4051.0,A
4415,5878.0,73,MONTHLY,915,74040.0,12.0,6170.0,A
4423,5880.0,39,MONTHLY,845,73836.0,36.0,2051.0,A
4427,5882.0,32,MONTHLY,157,87816.0,12.0,7318.0,A
4447,5886.0,62,MONTHLY,1262,192744.0,36.0,5354.0,C
4448,5887.0,60,MONTHLY,152,192744.0,36.0,5354.0,A
4456,5889.0,14,MONTHLY,1341,321240.0,60.0,5354.0,C
4462,5892.0,73,WEEKLY,1090,66480.0,24.0,2770.0,B
4467,5893.0,17,WEEKLY,1563,86184.0,36.0,2394.0,C
4473,5895.0,45,MONTHLY,1011,93960.0,60.0,1566.0,C
4476,5897.0,24,MONTHLY,678,15192.0,24.0,633.0,A
4503,5900.0,50,MONTHLY,732,135360.0,48.0,2820.0,C
4533,5906.0,68,MONTHLY,1675,81144.0,36.0,2254.0,C
4550,5909.0,56,MONTHLY,1497,61320.0,60.0,1022.0,C
4576,5918.0,27,MONTHLY,155,300204.0,36.0,8339.0,A
4580,5922.0,9,MONTHLY,603,20220.0,12.0,1685.0,A
4585,5923.0,27,MONTHLY,1254,64656.0,48.0,1347.0,C
4616,5930.0,1,MONTHLY,1727,66696.0,24.0,2779.0,C
4618,5931.0,3,MONTHLY,1297,66696.0,24.0,2779.0,D
4626,5932.0,9,MONTHLY,1261,33348.0,12.0,2779.0,A
4631,5933.0,77,TRANSACTION,1441,87528.0,24.0,3647.0,C
4650,5938.0,4,MONTHLY,1017,402000.0,60.0,6700.0,C
4660,5940.0,63,MONTHLY,1463,106944.0,24.0,4456.0,C
4681,5942.0,70,MONTHLY,949,162624.0,48.0,3388.0,C
4715,5953.0,8,MONTHLY,1396,97176.0,24.0,4049.0,C
4725,5956.0,73,MONTHLY,1564,168264.0,36.0,4674.0,C
4727,5959.0,2,MONTHLY,773,107640.0,24.0,4485.0,A
4746,5963.0,54,MONTHLY,1512,204780.0,60.0,3413.0,C
4774,5970.0,66,MONTHLY,378,465072.0,48.0,9689.0,C
4784,5973.0,46,MONTHLY,1680,219456.0,48.0,4572.0,C
4794,5976.0,72,MONTHLY,1447,465504.0,48.0,9698.0,D
4803,5977.0,26,MONTHLY,1254,59136.0,48.0,1232.0,C
4825,5980.0,15,MONTHLY,519,21396.0,12.0,1783.0,A
4851,5988.0,52,MONTHLY,1129,141648.0,24.0,5902.0,A
4852,5989.0,47,MONTHLY,832,213300.0,36.0,5925.0,C
4858,5991.0,67,MONTHLY,1632,335184.0,48.0,6983.0,D
4863,5992.0,5,MONTHLY,1166,76080.0,12.0,6340.0,A
4894,5997.0,14,MONTHLY,170,117024.0,24.0,4876.0,A
4907,5999.0,42,MONTHLY,401,98832.0,48.0,2059.0,C
4937,6004.0,12,MONTHLY,50,143904.0,24.0,5996.0,A
4948,6006.0,43,MONTHLY,939,359760.0,60.0,5996.0,C
4949,6007.0,33,MONTHLY,1382,289920.0,48.0,6040.0,C
4969,6010.0,60,WEEKLY,1326,150180.0,60.0,2503.0,C
4981,6011.0,54,MONTHLY,1116,179328.0,48.0,3736.0,C
4994,6012.0,1,WEEKLY,1105,258444.0,36.0,7179.0,C
4995,6013.0,20,WEEKLY,577,128988.0,36.0,3583.0,D
4999,6014.0,1,MONTHLY,1137,165168.0,36.0,4588.0,C
5001,6015.0,53,MONTHLY,1078,110112.0,24.0,4588.0,A
5033,6019.0,54,MONTHLY,944,11400.0,12.0,950.0,A
5066,6027.0,13,WEEKLY,968,61656.0,24.0,2569.0,B
5072,6028.0,6,MONTHLY,1197,317520.0,60.0,5292.0,C
5118,6037.0,72,MONTHLY,946,53232.0,48.0,1109.0,C
5120,6038.0,1,MONTHLY,171,323472.0,48.0,6739.0,A
5126,6043.0,58,MONTHLY,822,20352.0,48.0,424.0,C
5133,6044.0,68,WEEKLY,1437,57060.0,12.0,4755.0,C
5164,6052.0,5,MONTHLY,1593,22356.0,36.0,621.0,C
5180,6054.0,54,MONTHLY,1515,58764.0,12.0,4897.0,C
5181,6055.0,75,MONTHLY,1128,399120.0,60.0,6652.0,C
5196,6059.0,13,WEEKLY,1640,79824.0,12.0,6652.0,A
5213,6063.0,1,MONTHLY,959,320976.0,48.0,6687.0,D
5215,6064.0,55,MONTHLY,181,14628.0,12.0,1219.0,A
5228,6066.0,77,TRANSACTION,173,173808.0,24.0,7242.0,A
5256,6072.0,72,TRANSACTION,297,193968.0,36.0,5388.0,A
5263,6073.0,64,MONTHLY,924,276300.0,60.0,4605.0,C
5267,6075.0,4,MONTHLY,1106,129312.0,24.0,5388.0,D
5269,6076.0,49,MONTHLY,1280,117420.0,60.0,1957.0,C
5270,6077.0,44,MONTHLY,12,79608.0,24.0,3317.0,A
5283,6078.0,15,MONTHLY,1721,170832.0,48.0,3559.0,C
5305,6083.0,47,MONTHLY,1354,240528.0,48.0,5011.0,C
5313,6087.0,40,MONTHLY,118,300660.0,60.0,5011.0,C
5317,6088.0,28,MONTHLY,1388,90180.0,36.0,2505.0,C
5358,6095.0,4,MONTHLY,867,68340.0,60.0,1139.0,C
5362,6097.0,76,WEEKLY,1344,202848.0,48.0,4226.0,C
5385,6103.0,44,WEEKLY,140,149340.0,60.0,2489.0,C
5395,6104.0,47,MONTHLY,1211,158184.0,36.0,4394.0,C
5422,6109.0,66,MONTHLY,659,368880.0,60.0,6148.0,C
5428,6111.0,24,MONTHLY,103,174744.0,24.0,7281.0,B
5442,6112.0,34,MONTHLY,80,174744.0,24.0,7281.0,B
5445,6113.0,72,MONTHLY,1510,78696.0,36.0,2186.0,C
5477,6118.0,57,MONTHLY,1080,349392.0,48.0,7279.0,C
5481,6120.0,52,MONTHLY,227,209184.0,48.0,4358.0,A
5541,6130.0,43,MONTHLY,812,32640.0,48.0,680.0,C
5572,6136.0,15,MONTHLY,1683,140880.0,60.0,2348.0,C
5574,6137.0,13,WEEKLY,559,44628.0,12.0,3719.0,A
5591,6142.0,9,MONTHLY,1170,221880.0,60.0,3698.0,C
5593,6144.0,15,MONTHLY,1152,44376.0,12.0,3698.0,A
5602,6147.0,19,TRANSACTION,1286,177504.0,48.0,3698.0,C
5622,6150.0,70,MONTHLY,38,83016.0,12.0,6918.0,A
5628,6151.0,61,MONTHLY,532,225420.0,60.0,3757.0,C
5632,6153.0,5,WEEKLY,683,285600.0,60.0,4760.0,C
5650,6157.0,10,TRANSACTION,737,98592.0,24.0,4108.0,A
5698,6168.0,1,MONTHLY,1707,99216.0,36.0,2756.0,C
5700,6169.0,42,MONTHLY,200,103680.0,60.0,1728.0,D
5724,6173.0,14,TRANSACTION,838,232560.0,48.0,4845.0,C
5735,6175.0,52,MONTHLY,754,290700.0,60.0,4845.0,D
5742,6178.0,74,TRANSACTION,915,232560.0,48.0,4845.0,C
5774,6185.0,1,MONTHLY,888,31176.0,24.0,1299.0,A
5794,6190.0,70,MONTHLY,924,123600.0,60.0,2060.0,C
5837,6196.0,5,MONTHLY,1294,177804.0,36.0,4939.0,C
5891,6202.0,54,MONTHLY,24,65184.0,12.0,5432.0,A
5912,6207.0,45,MONTHLY,1393,184620.0,60.0,3077.0,C
5927,6210.0,15,MONTHLY,329,87216.0,48.0,1817.0,B
5944,6215.0,27,MONTHLY,1617,78720.0,48.0,1640.0,C
5952,6216.0,50,MONTHLY,249,141240.0,24.0,5885.0,A
5991,6223.0,1,MONTHLY,324,61056.0,48.0,1272.0,A
6030,6227.0,47,MONTHLY,235,28248.0,24.0,1177.0,A
6034,6228.0,6,WEEKLY,77,464520.0,60.0,7742.0,B
6040,6229.0,1,MONTHLY,111,11736.0,24.0,489.0,A
6051,6232.0,56,MONTHLY,239,276660.0,36.0,7685.0,B
6061,6234.0,1,MONTHLY,1527,5148.0,12.0,429.0,C
6062,6235.0,24,MONTHLY,1335,321360.0,60.0,5356.0,C
6075,6237.0,19,MONTHLY,1353,407952.0,48.0,8499.0,D
6083,6239.0,6,WEEKLY,1357,360864.0,48.0,7518.0,D
6097,6242.0,29,MONTHLY,1626,26208.0,36.0,728.0,C
6118,6244.0,1,WEEKLY,430,270648.0,36.0,7518.0,B
6138,6249.0,54,MONTHLY,1482,67608.0,24.0,2817.0,C
6148,6253.0,74,MONTHLY,360,59760.0,24.0,2490.0,A
6157,6254.0,34,MONTHLY,1410,247920.0,48.0,5165.0,C
6158,6255.0,67,MONTHLY,1228,247920.0,48.0,5165.0,D
6226,6272.0,74,WEEKLY,206,398640.0,60.0,6644.0,C
6265,6278.0,5,MONTHLY,1400,87360.0,24.0,3640.0,C
6273,6279.0,38,MONTHLY,201,87360.0,24.0,3640.0,A
6289,6283.0,64,MONTHLY,824,85632.0,48.0,1784.0,C
6353,6294.0,26,MONTHLY,329,79920.0,60.0,1332.0,C
6358,6296.0,3,MONTHLY,876,270384.0,48.0,5633.0,C
6363,6297.0,74,MONTHLY,212,17508.0,12.0,1459.0,A
6397,6302.0,48,MONTHLY,803,181020.0,60.0,3017.0,C
6400,6303.0,31,TRANSACTION,1011,72408.0,24.0,3017.0,B
6425,6306.0,31,MONTHLY,87,36684.0,12.0,3057.0,A
6434,6309.0,1,MONTHLY,857,110136.0,24.0,4589.0,A
6440,6310.0,1,MONTHLY,1400,34572.0,12.0,2881.0,A
6453,6312.0,34,MONTHLY,1303,10944.0,36.0,304.0,C
6461,6313.0,50,MONTHLY,1293,150912.0,36.0,4192.0,C
6472,6315.0,61,MONTHLY,403,43164.0,12.0,3597.0,A
6473,6316.0,12,MONTHLY,25,76908.0,12.0,6409.0,B
6495,6320.0,6,MONTHLY,1299,104964.0,12.0,8747.0,C
6505,6321.0,7,MONTHLY,1716,38496.0,12.0,3208.0,C
6510,6322.0,74,MONTHLY,1447,76992.0,24.0,3208.0,C
6555,6336.0,38,WEEKLY,63,212400.0,36.0,5900.0,A
6592,6338.0,1,MONTHLY,1388,390660.0,60.0,6511.0,C
6609,6342.0,16,MONTHLY,815,60156.0,36.0,1671.0,B
6649,6346.0,1,MONTHLY,918,100260.0,60.0,1671.0,C
6678,6350.0,54,MONTHLY,1097,294384.0,48.0,6133.0,C
6686,6353.0,61,MONTHLY,1135,116496.0,24.0,4854.0,C
6688,6354.0,16,MONTHLY,1271,22968.0,36.0,638.0,C
6699,6355.0,35,MONTHLY,1254,127200.0,48.0,2650.0,C
